instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster,season_group,weather_group,day_type,rental_group,weekly_avg
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,0,Spring,Good,Workday,Low,2894.285714285714
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,0,Spring,Good,Weekend/Holiday,Low,2647.4285714285716
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,0,Spring,Good,Weekend/Holiday,Low,2407.8571428571427
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,0,Spring,Good,Weekend/Holiday,Low,2109.8571428571427
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,0,Spring,Moderate,Workday,Low,1740.142857142857
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,0,Spring,Good,Workday,Low,1689.0
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,0,Spring,Good,Workday,Low,1596.857142857143
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,0,Spring,Good,Workday,Low,1709.7142857142858
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,0,Spring,Good,Weekend/Holiday,Low,1920.2857142857142
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,0,Spring,Good,Weekend/Holiday,Low,2140.285714285714
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,0,Spring,Good,Weekend/Holiday,Low,2230.8571428571427
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,0,Spring,Good,Workday,Low,2384.285714285714
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,0,Spring,Moderate,Workday,Low,2393.714285714286
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,0,Spring,Good,Workday,Low,2515.0
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,0,Spring,Good,Workday,Medium,2672.0
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,0,Spring,Good,Weekend/Holiday,Medium,2962.8571428571427
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,0,Spring,Good,Weekend/Holiday,Low,3124.4285714285716
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,0,Spring,Moderate,Workday,Low,3185.1428571428573
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,0,Spring,Good,Workday,Low,3379.714285714286
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,0,Spring,Moderate,Workday,Low,3352.4285714285716
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,0,Spring,Moderate,Workday,Medium,3470.285714285714
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,0,Spring,Good,Workday,Low,3344.0
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,0,Spring,Good,Weekend/Holiday,Low,3054.285714285714
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,0,Spring,Good,Weekend/Holiday,Low,2895.1428571428573
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,0,Spring,Good,Weekend/Holiday,Low,2884.0
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,0,Spring,Moderate,Workday,Low,2789.285714285714
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,0,Spring,Good,Workday,Low,2960.5714285714284
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,0,Spring,Good,Workday,Low,2845.5714285714284
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,0,Spring,Moderate,Workday,Low,2838.285714285714
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,0,Spring,Moderate,Weekend/Holiday,Low,2668.0
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,0,Spring,Moderate,Weekend/Holiday,Low,2620.285714285714
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,0,Spring,Moderate,Workday,Low,2639.4285714285716
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,0,Spring,Good,Workday,Medium,2840.0
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,0,Spring,Good,Workday,Medium,2967.714285714286
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,0,Spring,Moderate,Workday,Medium,3079.5714285714284
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,0,Spring,Moderate,Workday,Low,3121.4285714285716
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,0,Spring,Good,Weekend/Holiday,Medium,3510.285714285714
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,0,Spring,Good,Weekend/Holiday,Low,3691.1428571428573
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,0,Spring,Good,Workday,Low,3861.4285714285716
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,0,Spring,Good,Workday,Medium,3885.714285714286
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,0,Spring,Good,Workday,Medium,3929.8571428571427
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,0,Spring,Moderate,Workday,Low,3885.0
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,0,Spring,Good,Workday,Medium,3984.285714285714
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,0,Spring,Moderate,Weekend/Holiday,Low,3814.1428571428573
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,0,Spring,Moderate,Weekend/Holiday,Low,3771.8571428571427
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,0,Spring,Good,Workday,Low,3794.714285714286
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,0,Spring,Good,Workday,Medium,3775.5714285714284
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,0,Spring,Moderate,Workday,Low,3521.714285714286
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,0,Spring,Good,Workday,Low,3531.5714285714284
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,0,Spring,Moderate,Workday,Low,3485.8571428571427
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,0,Spring,Bad,Weekend/Holiday,Low,3391.1428571428573
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,0,Spring,Good,Weekend/Holiday,Low,3188.5714285714284
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,0,Spring,Good,Workday,Low,3136.8571428571427
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,0,Spring,Moderate,Workday,Low,3072.1428571428573
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,0,Spring,Good,Workday,Medium,3267.4285714285716
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,0,Spring,Moderate,Workday,Low,3149.5714285714284
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,0,Spring,Good,Workday,Medium,3195.714285714286
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,0,Spring,Good,Weekend/Holiday,Medium,3502.714285714286
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,0,Spring,Moderate,Weekend/Holiday,Low,3668.4285714285716
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,0,Spring,Good,Weekend/Holiday,Low,3626.5714285714284
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,0,Spring,Good,Workday,Low,3605.8571428571427
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,0,Spring,Good,Workday,Medium,3692.1428571428573
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,0,Spring,Good,Workday,Medium,3986.0
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,0,Spring,Moderate,Workday,Low,3890.714285714286
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,0,Spring,Good,Weekend/Holiday,Low,3664.1428571428573
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,0,Spring,Good,Weekend/Holiday,Low,3764.1428571428573
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,0,Spring,Good,Workday,Medium,3934.5714285714284
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,0,Spring,Good,Workday,Medium,4018.285714285714
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,0,Spring,Moderate,Workday,Low,3598.4285714285716
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,0,Spring,Good,Workday,Medium,3588.1428571428573
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,0,Spring,Moderate,Workday,Low,3546.285714285714
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,0,Spring,Moderate,Weekend/Holiday,Medium,3736.8571428571427
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,0,Spring,Good,Weekend/Holiday,Low,3741.714285714286
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,0,Spring,Good,Workday,Low,3600.4285714285716
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,0,Spring,Good,Workday,Low,3542.285714285714
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,0,Spring,Good,Workday,Medium,3982.5714285714284
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,0,Spring,Good,Workday,Medium,4038.5714285714284
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,0,Spring,Moderate,Workday,Medium,4235.0
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,0,Spring,Good,Weekend/Holiday,Medium,4242.428571428572
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,0,Spring,Good,Weekend/Holiday,Medium,4455.0
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,0,Spring,Good,Workday,Medium,4735.714285714285
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,0,Spring,Good,Workday,Medium,5005.857142857143
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,0,Spring,Good,Workday,High,5205.285714285715
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,0,Spring,Good,Workday,High,5321.0
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,0,Spring,Moderate,Workday,Medium,5293.714285714285
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,0,Spring,Moderate,Weekend/Holiday,High,5824.857142857143
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,0,Spring,Moderate,Weekend/Holiday,Medium,5965.0
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,0,Spring,Good,Workday,High,6087.142857142857
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,0,Spring,Good,Workday,High,6122.285714285715
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,1,Summer,Moderate,Workday,High,6110.571428571428
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,3,Summer,Good,Workday,High,6207.571428571428
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,1,Summer,Moderate,Workday,High,6776.714285714285
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,1,Summer,Moderate,Weekend/Holiday,Low,6139.0
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,1,Summer,Moderate,Weekend/Holiday,Medium,6011.0
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,0,Summer,Good,Workday,Medium,5926.0
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,0,Summer,Good,Workday,Medium,5784.428571428572
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,3,Summer,Good,Workday,Medium,5708.428571428572
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,3,Summer,Good,Workday,High,5603.0
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,0,Summer,Moderate,Workday,Medium,5188.285714285715
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,1,Summer,Moderate,Weekend/Holiday,High,5597.285714285715
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,1,Summer,Moderate,Weekend/Holiday,High,5746.571428571428
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,0,Summer,Good,Workday,Medium,5800.571428571428
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,3,Summer,Good,Workday,High,6039.142857142857
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,3,Summer,Good,Workday,High,6144.571428571428
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,0,Summer,Good,Workday,High,6190.857142857143
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,0,Summer,Good,Workday,High,6333.857142857143
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,0,Summer,Good,Weekend/Holiday,High,6422.714285714285
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,3,Summer,Good,Weekend/Holiday,Medium,6298.142857142857
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,3,Summer,Good,Workday,Medium,6248.0
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,0,Summer,Good,Workday,Medium,6126.0
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,0,Summer,Good,Workday,Medium,5901.142857142857
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,0,Summer,Good,Workday,Medium,5751.428571428572
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,0,Summer,Good,Workday,High,5742.571428571428
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,3,Summer,Good,Weekend/Holiday,High,5828.714285714285
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,3,Summer,Good,Weekend/Holiday,High,6109.142857142857
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,3,Summer,Good,Weekend/Holiday,High,6221.285714285715
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,3,Summer,Good,Workday,High,6331.714285714285
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,1,Summer,Moderate,Workday,Medium,6261.0
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,3,Summer,Good,Workday,High,6426.142857142857
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,3,Summer,Good,Workday,High,6553.571428571428
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,3,Summer,Good,Weekend/Holiday,High,6434.142857142857
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,1,Summer,Bad,Weekend/Holiday,Low,5562.0
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,0,Summer,Moderate,Workday,Low,5111.142857142857
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,0,Summer,Good,Workday,Medium,4960.0
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,3,Summer,Good,Workday,High,5221.285714285715
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,1,Summer,Moderate,Workday,Medium,5001.428571428572
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,0,Summer,Good,Workday,High,4850.428571428572
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,0,Summer,Moderate,Weekend/Holiday,Medium,4507.0
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,3,Summer,Good,Weekend/Holiday,High,5260.857142857143
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,1,Summer,Moderate,Workday,Medium,5597.714285714285
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,1,Summer,Moderate,Workday,Medium,5613.0
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,3,Summer,Good,Workday,High,5609.142857142857
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,1,Summer,Moderate,Workday,High,5808.428571428572
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,3,Summer,Good,Workday,High,5817.428571428572
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,1,Summer,Moderate,Weekend/Holiday,High,6197.857142857143
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,1,Summer,Moderate,Weekend/Holiday,High,6205.714285714285
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,1,Summer,Moderate,Workday,High,6305.857142857143
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,1,Summer,Moderate,Workday,Medium,6304.142857142857
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,1,Summer,Moderate,Workday,Medium,6096.714285714285
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,3,Summer,Good,Workday,High,6118.285714285715
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,3,Summer,Good,Workday,High,6223.142857142857
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,3,Summer,Good,Weekend/Holiday,High,6301.142857142857
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,3,Summer,Good,Weekend/Holiday,High,6266.714285714285
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,1,Summer,Moderate,Workday,Low,5776.714285714285
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,1,Summer,Moderate,Workday,Medium,5689.142857142857
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,3,Summer,Good,Workday,High,6075.857142857143
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,3,Summer,Good,Workday,High,6191.857142857143
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,3,Summer,Good,Workday,High,6278.857142857143
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,3,Summer,Good,Weekend/Holiday,High,6402.428571428572
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,3,Summer,Good,Weekend/Holiday,High,6546.857142857143
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,1,Summer,Moderate,Workday,Medium,6763.428571428572
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,1,Summer,Moderate,Workday,High,6900.285714285715
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,1,Summer,Moderate,Workday,Medium,6591.142857142857
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,3,Summer,Good,Workday,High,6503.428571428572
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,3,Summer,Good,Workday,High,6374.142857142857
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,3,Summer,Good,Weekend/Holiday,High,6123.0
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,3,Summer,Good,Weekend/Holiday,High,6046.142857142857
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,3,Summer,Good,Weekend/Holiday,High,6286.714285714285
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,3,Summer,Good,Workday,Medium,6239.571428571428
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,1,Summer,Moderate,Workday,High,6467.428571428572
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,3,Summer,Good,Workday,High,6548.571428571428
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,1,Summer,Moderate,Workday,Medium,6176.142857142857
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,3,Summer,Good,Weekend/Holiday,High,6402.428571428572
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,3,Summer,Good,Weekend/Holiday,High,6552.428571428572
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,3,Summer,Good,Workday,High,6688.857142857143
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,1,Summer,Moderate,Workday,High,6868.571428571428
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,3,Summer,Good,Workday,High,6897.142857142857
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,3,Summer,Good,Workday,High,6919.428571428572
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,3,Summer,Good,Workday,High,7435.0
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,3,Summer,Good,Weekend/Holiday,High,7346.142857142857
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,3,Summer,Good,Weekend/Holiday,High,7197.142857142857
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,1,Summer,Moderate,Workday,High,7149.428571428572
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,1,Summer,Moderate,Workday,Medium,6859.571428571428
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,3,Summer,Good,Workday,High,6911.857142857143
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,3,Summer,Good,Workday,High,6893.142857142857
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,3,Summer,Good,Workday,High,6883.0
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,3,Summer,Good,Weekend/Holiday,High,6912.142857142857
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,3,Summer,Good,Weekend/Holiday,High,6966.428571428572
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,1,Summer,Moderate,Workday,Medium,6742.857142857143
